Subject #,Experiment,Group,Condition,Trial,DZ Radius,Sensitivity,Curve Shape,Target Distance,Target Diameter,Click Hit,Click Distance,Overshot,Most Further Hand Position,Click Time
0,s,B,1,0,14,14,1,3.00,2.00,1,-0.07,1,32.42,1871
0,s,B,1,1,14,14,1,9.00,2.00,1,-0.49,0,42.75,2005
0,s,B,1,2,14,14,1,15.00,2.00,1,0.61,0,50.32,3741
0,s,B,1,3,14,14,1,3.00,2.00,1,-0.65,0,35.71,1318
0,s,B,1,4,14,14,1,9.00,2.00,1,0.07,0,59.89,3339
0,s,B,1,5,14,14,1,15.00,2.00,1,-0.53,0,59.05,2221
0,s,B,1,6,14,14,1,3.00,2.00,1,-0.37,0,42.41,1219
0,s,B,1,7,14,14,1,9.00,2.00,1,-0.22,0,46.94,1819
0,s,B,1,8,14,14,1,15.00,2.00,1,0.95,0,60.75,2439
0,s,B,1,9,14,14,1,15.00,2.00,1,0.45,1,63.56,3691
0,s,B,1,10,14,14,1,9.00,2.00,1,-0.80,0,56.25,2739
0,s,B,1,11,14,14,1,15.00,2.00,1,0.11,0,58.21,2371
0,s,B,1,12,14,14,1,9.00,2.00,1,-0.17,0,49.72,2838
0,s,B,1,13,14,14,1,15.00,2.00,1,-0.58,0,64.25,2170
0,s,B,1,14,14,14,1,9.00,2.00,1,-0.98,0,54.65,2724
0,s,B,1,15,14,14,1,3.00,2.00,1,-0.68,0,36.07,1269
0,s,B,1,16,14,14,1,15.00,2.00,1,-0.32,0,63.75,2137
0,s,B,1,17,14,14,1,3.00,2.00,1,-0.34,0,44.70,1118
0,s,B,1,18,14,14,1,3.00,2.00,1,-0.55,0,42.36,1002
0,s,B,1,19,14,14,1,3.00,2.00,1,-0.67,0,42.51,901
0,s,B,1,20,14,14,1,9.00,2.00,1,-0.59,0,56.19,4109
0,s,B,1,21,14,14,1,9.00,2.00,1,-0.75,0,58.60,1770
0,s,B,1,22,14,14,1,3.00,2.00,1,-0.33,0,42.77,1002
0,s,B,1,23,14,14,1,15.00,2.00,1,-0.61,0,73.27,3724
0,s,B,1,24,14,14,1,9.00,2.00,1,-0.86,0,50.76,1821
0,s,B,1,25,14,14,1,3.00,2.00,1,-0.18,0,46.75,1067
0,s,B,1,26,14,14,1,15.00,2.00,1,0.60,0,60.24,2354
0,s,B,1,27,14,14,1,15.00,2.00,1,0.07,0,55.83,2823
0,s,B,1,28,14,14,1,9.00,2.00,1,0.50,0,60.65,1770
0,s,B,1,29,14,14,1,3.00,2.00,1,-0.31,0,39.85,1135
